signup_month,last_active,close_month,reason_code,tenure_months,channel,region,age_band,promo,first_account_tier,last_account_tier,max_fee,total_revenue,churned
2022-03,2023-07,,Unknown,17,Online,North,35-44,False,Classic,Silver,11,44,True
2022-03,2024-10,2024-11,Unknown,32,Online,South East,55-64,True,Classic,Silver,11,275,True
2022-03,2022-12,,Unknown,10,Outbound,South East,35-44,False,Platinum,Platinum,28,280,True
2022-03,2022-04,2022-05,Unknown,2,Online,Midlands,18-24,True,Silver,Silver,0,0,True
2022-03,2024-07,2024-08,Unknown,29,Branch,Scotland,25-34,True,Gold,Silver,11,253,True
2022-03,2024-12,,,34,Referral,London,35-44,False,Silver,Gold,28,606,False
2022-03,2024-03,2024-04,Unknown,25,Outbound,Midlands,35-44,True,Silver,Classic,0,0,True
2022-03,2024-04,2024-05,Unknown,26,Online,Wales & NI,25-34,False,Silver,Silver,11,220,True
2022-03,2024-12,,,34,Online,South East,55-64,False,Silver,Platinum,28,704,False
2022-03,2023-05,2023-06,Unknown,15,Comparison Site,North,18-24,False,Silver,Silver,11,165,True
2022-03,2022-05,2022-06,Unknown,3,Comparison Site,London,18-24,False,Classic,Classic,0,0,True
2022-03,2024-12,,,34,Comparison Site,Wales & NI,25-34,False,Silver,Silver,18,528,False
2022-03,2024-12,,,34,Outbound,North,35-44,False,Gold,Classic,18,199,False
2022-03,2024-12,,,34,Online,South East,65+,False,Silver,Gold,18,542,False
2022-03,2023-07,2023-08,Unknown,17,Online,London,45-54,False,Classic,Silver,11,143,True
2022-03,2024-12,,,34,Branch,South East,45-54,False,Gold,Platinum,28,902,False
2022-03,2023-03,2023-04,Unknown,13,Online,North,25-34,False,Gold,Gold,18,234,True
2022-03,2024-12,,,34,Referral,South East,25-34,False,Gold,Gold,18,612,False
2022-03,2022-06,,Unknown,4,Comparison Site,South East,25-34,True,Classic,Classic,0,0,True
2022-03,2022-09,2022-10,Unknown,7,Branch,Midlands,45-54,False,Classic,Gold,18,29,True
2022-03,2023-07,2023-08,Unknown,17,Online,South East,65+,True,Classic,Silver,11,121,True
2022-03,2024-09,,Unknown,31,Comparison Site,Midlands,35-44,True,Silver,Silver,11,275,True
2022-03,2024-12,,,34,Online,London,35-44,False,Silver,Platinum,28,864,False
2022-03,2024-12,,,34,Branch,North,25-34,False,Gold,Gold,18,612,False
2022-03,2024-12,,,34,Branch,London,45-54,False,Platinum,Platinum,28,952,False
2022-03,2024-12,,,34,Branch,London,18-24,False,Platinum,Platinum,28,782,False
2022-03,2022-12,,Unknown,10,Referral,Midlands,35-44,False,Gold,Gold,18,180,True
2022-03,2022-03,2022-04,Unknown,1,Broker/IFA,Scotland,18-24,False,Silver,Silver,11,11,True
2022-03,2022-07,,Unknown,5,Online,South East,55-64,False,Silver,Classic,11,44,True
2022-03,2024-12,,,34,Broker/IFA,Midlands,25-34,False,Silver,Platinum,28,515,False
2022-03,2022-04,,Unknown,2,Outbound,North,18-24,False,Classic,Classic,0,0,True
2022-03,2024-12,,,34,Online,Midlands,55-64,False,Gold,Silver,18,486,False
2022-03,2023-12,2024-01,Unknown,22,Branch,London,18-24,True,Gold,Gold,18,288,True
2022-03,2024-12,,,34,Branch,London,35-44,False,Silver,Silver,11,374,False
2022-03,2024-02,2024-03,Unknown,24,Comparison Site,London,55-64,True,Silver,Classic,0,0,True
2022-03,2022-08,2022-09,Unknown,6,Online,Wales & NI,65+,False,Gold,Gold,18,108,True
2022-03,2022-03,,Unknown,1,Outbound,London,65+,True,Silver,Silver,0,0,True
2022-03,2024-12,,,34,Broker/IFA,South East,45-54,False,Platinum,Gold,28,692,False
2022-03,2024-12,,,34,Branch,Scotland,45-54,False,Platinum,Platinum,28,952,False
2022-03,2024-12,,,34,Referral,North,18-24,False,Gold,Gold,28,752,False
2022-03,2024-12,,,34,Online,North,45-54,False,Classic,Silver,11,330,False
2022-03,2024-12,,,34,Online,North,45-54,True,Silver,Gold,18,504,False
2022-03,2024-12,,,34,Online,Wales & NI,55-64,False,Gold,Platinum,28,702,False
2022-03,2024-03,2024-04,Unknown,25,Online,London,65+,True,Silver,Silver,11,209,True
2022-03,2024-12,,,34,Outbound,Scotland,18-24,True,Gold,Platinum,28,764,False
2022-03,2023-01,2023-02,Unknown,11,Branch,London,18-24,False,Gold,Gold,18,198,True
2022-03,2024-12,2025-01,Unknown,34,Comparison Site,London,18-24,True,Silver,Gold,18,455,True
2022-03,2024-12,,,34,Branch,South East,45-54,False,Gold,Gold,28,812,False
2022-03,2022-10,2022-11,Unknown,8,Outbound,South East,35-44,False,Classic,Classic,0,0,True
2022-03,2022-12,2023-01,Unknown,10,Outbound,South East,55-64,False,Classic,Classic,0,0,True
2022-03,2022-10,,Unknown,8,Online,South East,35-44,False,Silver,Classic,11,22,True
2022-03,2024-12,,,34,Referral,Wales & NI,25-34,True,Classic,Platinum,28,571,False
2022-03,2022-03,2022-04,Unknown,1,Online,South East,45-54,True,Classic,Classic,0,0,True
2022-03,2022-06,2022-07,Unknown,4,Comparison Site,London,45-54,True,Classic,Classic,0,0,True
2022-03,2022-06,2022-07,Unknown,4,Comparison Site,Midlands,55-64,True,Classic,Classic,0,0,True
2022-03,2023-07,,Unknown,17,Referral,South East,65+,False,Gold,Gold,18,306,True
2022-03,2024-12,,,34,Referral,North,18-24,False,Silver,Platinum,28,639,False
2022-03,2022-03,,Unknown,1,Branch,Midlands,25-34,True,Silver,Silver,0,0,True
2022-03,2023-06,2023-07,Unknown,16,Comparison Site,Wales & NI,55-64,True,Silver,Classic,11,88,True
2022-03,2023-02,2023-03,Unknown,12,Broker/IFA,North,25-34,False,Silver,Gold,18,209,True
2022-03,2023-04,2023-05,Unknown,14,Referral,Scotland,25-34,False,Gold,Gold,18,252,True
2022-03,2022-07,2022-08,Unknown,5,Broker/IFA,North,25-34,False,Gold,Gold,18,90,True
2022-03,2024-03,2024-04,Unknown,25,Outbound,South East,35-44,True,Classic,Silver,11,165,True
2022-03,2024-12,,,34,Comparison Site,Scotland,25-34,False,Platinum,Platinum,28,952,False
2022-03,2023-04,2023-05,Unknown,14,Online,London,35-44,True,Silver,Gold,18,109,True
2022-03,2022-08,2022-09,Unknown,6,Branch,London,45-54,False,Silver,Classic,11,33,True
2022-03,2023-05,2023-06,Unknown,15,Comparison Site,Scotland,35-44,True,Classic,Classic,11,55,True
2022-03,2023-02,2023-03,Unknown,12,Outbound,North,35-44,True,Silver,Silver,11,66,True
2022-03,2022-03,2022-04,Unknown,1,Online,Scotland,45-54,True,Classic,Classic,0,0,True
2022-03,2024-10,2024-11,Unknown,32,Online,Scotland,45-54,False,Silver,Classic,11,187,True
2022-03,2023-08,2023-09,Unknown,18,Comparison Site,London,35-44,True,Classic,Silver,11,132,True
2022-03,2022-09,2022-10,Unknown,7,Comparison Site,North,35-44,True,Silver,Silver,11,11,True
2022-03,2024-12,,,34,Outbound,London,35-44,True,Gold,Silver,18,357,False
2022-03,2024-12,,,34,Referral,North,35-44,False,Gold,Gold,18,612,False
2022-03,2022-10,2022-11,Unknown,8,Online,North,25-34,True,Classic,Classic,0,0,True
2022-03,2023-02,2023-03,Unknown,12,Comparison Site,London,35-44,False,Classic,Classic,0,0,True
2022-03,2024-12,,,34,Branch,South East,35-44,False,Platinum,Platinum,28,952,False
2022-03,2022-07,,Unknown,5,Online,South East,55-64,False,Classic,Classic,0,0,True
2022-03,2022-12,2023-01,Unknown,10,Comparison Site,Wales & NI,35-44,True,Silver,Silver,11,44,True
2022-03,2022-10,2022-11,Unknown,8,Online,Midlands,35-44,False,Gold,Gold,18,144,True
2022-03,2023-03,,Unknown,13,Comparison Site,North,25-34,False,Silver,Silver,11,143,True
2022-03,2022-05,2022-06,Unknown,3,Broker/IFA,Midlands,65+,False,Platinum,Platinum,28,84,True
2022-03,2024-06,,Unknown,28,Online,London,35-44,False,Classic,Classic,11,33,True
2022-03,2022-06,,Unknown,4,Outbound,North,35-44,True,Classic,Classic,0,0,True
2022-03,2022-05,,Unknown,3,Online,North,18-24,True,Classic,Classic,0,0,True
2022-03,2023-01,,Unknown,11,Online,Wales & NI,25-34,True,Silver,Silver,11,55,True
2022-03,2022-10,,Unknown,8,Referral,North,35-44,False,Gold,Platinum,28,194,True
2022-03,2024-01,,Unknown,23,Online,London,45-54,False,Classic,Silver,11,99,True
2022-03,2024-12,,,34,Online,North,45-54,True,Gold,Gold,28,574,False
2022-03,2024-12,,,34,Outbound,Midlands,25-34,False,Gold,Platinum,28,852,False
2022-03,2024-12,,,34,Branch,Midlands,18-24,False,Gold,Gold,28,652,False
2022-03,2024-10,2024-11,Unknown,32,Online,Midlands,55-64,False,Silver,Silver,11,352,True
2022-03,2024-04,2024-05,Unknown,26,Comparison Site,Midlands,55-64,True,Classic,Classic,0,0,True
2022-03,2024-12,,,34,Outbound,Midlands,65+,False,Silver,Gold,28,603,False
2022-03,2023-08,2023-09,Unknown,18,Online,Midlands,25-34,True,Silver,Classic,11,77,True
2022-03,2022-05,2022-06,Unknown,3,Comparison Site,London,25-34,False,Classic,Classic,0,0,True
2022-03,2024-06,,Unknown,28,Comparison Site,London,18-24,True,Classic,Silver,18,292,True
2022-03,2023-01,2023-02,Unknown,11,Broker/IFA,Wales & NI,45-54,False,Gold,Silver,18,184,True
2022-03,2024-12,,,34,Branch,Midlands,45-54,False,Gold,Platinum,28,722,False
2022-03,2022-07,2022-08,Unknown,5,Online,South East,18-24,True,Classic,Classic,0,0,True
2022-03,2023-03,,Unknown,13,Comparison Site,London,35-44,False,Classic,Silver,11,55,True
2022-03,2024-12,,,34,Online,Scotland,65+,True,Silver,Silver,11,253,False
2022-03,2024-12,,,34,Branch,Midlands,25-34,False,Gold,Silver,18,409,False
2022-03,2022-03,2022-04,Unknown,1,Comparison Site,North,18-24,True,Classic,Classic,0,0,True
2022-03,2022-06,,Unknown,4,Comparison Site,Wales & NI,55-64,True,Classic,Classic,0,0,True
2022-03,2024-12,,,34,Branch,Midlands,25-34,False,Gold,Platinum,28,702,False
2022-03,2022-03,2022-04,Unknown,1,Outbound,Midlands,35-44,False,Gold,Gold,18,18,True
2022-03,2024-12,,,34,Online,South East,25-34,True,Silver,Platinum,28,585,False
2022-03,2024-12,,,34,Online,Scotland,25-34,False,Classic,Gold,18,455,False
2022-03,2023-09,,Unknown,19,Comparison Site,Scotland,18-24,True,Silver,Silver,11,143,True
2022-03,2024-12,,,34,Broker/IFA,Midlands,18-24,True,Platinum,Platinum,28,784,False
2022-03,2022-09,2022-10,Unknown,7,Branch,South East,35-44,False,Gold,Gold,18,126,True
2022-03,2024-12,,,34,Referral,Midlands,35-44,False,Gold,Gold,28,763,False
2022-03,2024-12,,,34,Online,South East,25-34,False,Platinum,Platinum,28,952,False
2022-03,2024-11,2024-12,Unknown,33,Outbound,Scotland,18-24,True,Silver,Gold,18,486,True
2022-03,2024-07,2024-08,Unknown,29,Online,North,45-54,False,Platinum,Gold,28,742,True
2022-03,2023-03,2023-04,Unknown,13,Online,London,25-34,True,Silver,Silver,11,77,True
2022-03,2023-10,,Unknown,20,Online,South East,35-44,False,Platinum,Platinum,28,560,True
2022-03,2024-12,,,34,Broker/IFA,Scotland,55-64,False,Gold,Gold,28,702,False
2022-03,2023-12,2024-01,Unknown,22,Comparison Site,North,18-24,True,Silver,Gold,18,190,True
2022-03,2024-12,,,34,Referral,London,65+,True,Silver,Gold,28,594,False
2022-03,2024-12,,,34,Referral,Midlands,65+,True,Gold,Gold,28,674,False
2022-03,2022-06,,Unknown,4,Branch,London,25-34,False,Silver,Silver,11,44,True
2022-03,2024-03,2024-04,Unknown,25,Outbound,North,25-34,False,Silver,Classic,11,209,True
2022-03,2022-06,2022-07,Unknown,4,Comparison Site,South East,25-34,False,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Online,North,35-44,False,Gold,Platinum,28,654,False
2022-04,2024-12,,,33,Online,Midlands,25-34,False,Silver,Silver,11,363,False
2022-04,2024-12,,,33,Comparison Site,Scotland,45-54,False,Silver,Silver,11,363,False
2022-04,2022-04,2022-05,Unknown,1,Comparison Site,South East,35-44,True,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Referral,North,45-54,False,Platinum,Gold,28,734,False
2022-04,2024-05,2024-06,Unknown,26,Broker/IFA,Scotland,25-34,False,Gold,Classic,18,299,True
2022-04,2024-12,,,33,Online,London,45-54,False,Silver,Gold,18,566,False
2022-04,2023-07,2023-08,Unknown,16,Branch,South East,45-54,True,Platinum,Platinum,28,280,True
2022-04,2022-11,2022-12,Unknown,8,Outbound,London,25-34,True,Classic,Classic,0,0,True
2022-04,2022-08,2022-09,Unknown,5,Outbound,London,25-34,True,Classic,Classic,0,0,True
2022-04,2024-06,,Unknown,27,Outbound,London,65+,False,Silver,Silver,11,297,True
2022-04,2022-10,2022-11,Unknown,7,Branch,South East,35-44,False,Classic,Silver,11,22,True
2022-04,2024-12,,,33,Branch,South East,55-64,True,Silver,Platinum,28,651,False
2022-04,2024-02,,Unknown,23,Online,London,55-64,False,Platinum,Gold,28,424,True
2022-04,2023-09,2023-10,Unknown,18,Comparison Site,London,18-24,True,Silver,Classic,11,33,True
2022-04,2022-06,,Unknown,3,Online,South East,35-44,True,Gold,Gold,0,0,True
2022-04,2023-01,,Unknown,10,Outbound,North,45-54,True,Classic,Classic,0,0,True
2022-04,2023-11,2023-12,Unknown,20,Comparison Site,Wales & NI,55-64,False,Gold,Silver,18,297,True
2022-04,2022-12,2023-01,Unknown,9,Online,Wales & NI,45-54,False,Classic,Gold,18,116,True
2022-04,2022-11,,Unknown,8,Branch,North,18-24,False,Silver,Silver,11,88,True
2022-04,2022-06,2022-07,Unknown,3,Online,South East,35-44,False,Gold,Gold,18,54,True
2022-04,2024-12,,,33,Referral,London,25-34,False,Gold,Platinum,28,634,False
2022-04,2024-12,,,33,Online,Scotland,35-44,False,Silver,Silver,11,363,False
2022-04,2022-04,2022-05,Unknown,1,Outbound,Midlands,55-64,False,Platinum,Platinum,28,28,True
2022-04,2024-12,,,33,Comparison Site,South East,35-44,False,Silver,Silver,11,363,False
2022-04,2022-11,,Unknown,8,Online,South East,25-34,False,Classic,Classic,0,0,True
2022-04,2024-02,2024-03,Unknown,23,Online,London,25-34,True,Classic,Silver,11,187,True
2022-04,2024-12,,,33,Branch,Wales & NI,35-44,False,Gold,Platinum,28,914,False
2022-04,2024-12,,,33,Branch,North,35-44,False,Platinum,Gold,28,884,False
2022-04,2023-01,2023-02,Unknown,10,Online,London,55-64,False,Classic,Classic,0,0,True
2022-04,2024-07,,Unknown,28,Online,South East,35-44,False,Silver,Gold,18,378,True
2022-04,2024-12,,,33,Branch,Wales & NI,25-34,False,Platinum,Platinum,28,924,False
2022-04,2022-04,2022-05,Unknown,1,Branch,South East,18-24,False,Silver,Silver,11,11,True
2022-04,2023-03,2023-04,Unknown,12,Outbound,London,25-34,True,Silver,Classic,11,33,True
2022-04,2024-12,,,33,Referral,Wales & NI,18-24,False,Silver,Platinum,28,657,False
2022-04,2022-10,,Unknown,7,Branch,North,55-64,False,Silver,Silver,11,77,True
2022-04,2024-12,,,33,Referral,London,35-44,False,Classic,Silver,18,294,False
2022-04,2024-12,,,33,Comparison Site,North,35-44,False,Silver,Gold,18,559,False
2022-04,2024-09,2024-10,Unknown,30,Branch,Scotland,25-34,False,Platinum,Platinum,28,840,True
2022-04,2022-11,2022-12,Unknown,8,Outbound,London,25-34,True,Gold,Gold,18,36,True
2022-04,2023-02,,Unknown,11,Comparison Site,London,35-44,True,Silver,Silver,11,22,True
2022-04,2024-12,,,33,Branch,North,18-24,False,Platinum,Gold,28,914,False
2022-04,2023-09,2023-10,Unknown,18,Branch,Midlands,25-34,False,Classic,Gold,18,178,True
2022-04,2023-05,,Unknown,14,Online,London,18-24,True,Silver,Gold,18,123,True
2022-04,2022-10,2022-11,Unknown,7,Branch,Wales & NI,35-44,True,Platinum,Platinum,28,28,True
2022-04,2022-04,2022-05,Unknown,1,Outbound,London,45-54,False,Silver,Silver,11,11,True
2022-04,2024-12,,,33,Branch,London,25-34,False,Gold,Gold,18,552,False
2022-04,2024-12,,,33,Branch,North,35-44,False,Gold,Platinum,28,894,False
2022-04,2022-10,,Unknown,7,Online,London,25-34,True,Classic,Classic,0,0,True
2022-04,2022-05,,Unknown,2,Comparison Site,Midlands,45-54,False,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Comparison Site,North,18-24,False,Gold,Silver,18,580,False
2022-04,2024-12,,,33,Referral,Wales & NI,25-34,False,Silver,Gold,18,559,False
2022-04,2024-12,,,33,Online,North,35-44,False,Silver,Silver,11,165,False
2022-04,2023-09,,Unknown,18,Comparison Site,North,35-44,False,Silver,Silver,11,198,True
2022-04,2022-07,,Unknown,4,Comparison Site,North,25-34,True,Silver,Silver,0,0,True
2022-04,2022-06,2022-07,Unknown,3,Outbound,London,18-24,True,Silver,Silver,0,0,True
2022-04,2024-12,,,33,Branch,Wales & NI,45-54,False,Platinum,Platinum,28,924,False
2022-04,2024-12,,,33,Online,London,65+,False,Silver,Silver,11,363,False
2022-04,2022-05,2022-06,Unknown,2,Broker/IFA,London,65+,False,Silver,Silver,11,22,True
2022-04,2024-11,,Unknown,32,Comparison Site,North,45-54,True,Gold,Platinum,28,588,True
2022-04,2024-12,,,33,Branch,London,45-54,False,Platinum,Platinum,28,924,False
2022-04,2024-12,,,33,Referral,London,45-54,False,Gold,Silver,18,461,False
2022-04,2023-09,2023-10,Unknown,18,Comparison Site,Midlands,35-44,True,Silver,Silver,11,132,True
2022-04,2022-04,2022-05,Unknown,1,Online,North,35-44,False,Silver,Silver,11,11,True
2022-04,2022-06,2022-07,Unknown,3,Online,London,25-34,True,Silver,Silver,0,0,True
2022-04,2022-08,,Unknown,5,Comparison Site,Scotland,35-44,True,Classic,Classic,0,0,True
2022-04,2023-06,2023-07,Unknown,15,Broker/IFA,South East,35-44,False,Silver,Silver,11,165,True
2022-04,2024-10,2024-11,Unknown,31,Comparison Site,Wales & NI,45-54,False,Classic,Silver,11,308,True
2022-04,2023-03,2023-04,Unknown,12,Comparison Site,Midlands,55-64,True,Gold,Platinum,28,168,True
2022-04,2024-12,,,33,Broker/IFA,South East,25-34,False,Platinum,Gold,28,824,False
2022-04,2023-01,,Unknown,10,Branch,North,35-44,False,Silver,Silver,11,110,True
2022-04,2022-10,2022-11,Unknown,7,Online,London,55-64,True,Silver,Silver,11,11,True
2022-04,2023-07,,Unknown,16,Online,North,25-34,False,Silver,Silver,11,176,True
2022-04,2024-12,,,33,Online,North,18-24,False,Gold,Gold,18,594,False
2022-04,2023-05,,Unknown,14,Branch,South East,18-24,False,Platinum,Platinum,28,392,True
2022-04,2024-12,,,33,Comparison Site,Midlands,45-54,True,Silver,Silver,11,297,False
2022-04,2022-12,2023-01,Unknown,9,Online,South East,45-54,False,Classic,Silver,11,44,True
2022-04,2023-07,2023-08,Unknown,16,Referral,Wales & NI,25-34,True,Classic,Silver,11,110,True
2022-04,2024-09,,Unknown,30,Outbound,London,35-44,False,Classic,Silver,11,132,True
2022-04,2024-12,,,33,Comparison Site,South East,25-34,True,Platinum,Gold,28,706,False
2022-04,2024-12,,,33,Online,Scotland,55-64,True,Classic,Gold,18,479,False
2022-04,2024-12,,,33,Online,London,65+,False,Gold,Platinum,28,744,False
2022-04,2023-04,2023-05,Unknown,13,Branch,London,25-34,False,Silver,Silver,18,192,True
2022-04,2022-09,2022-10,Unknown,6,Online,London,55-64,True,Gold,Platinum,0,0,True
2022-04,2022-05,,Unknown,2,Comparison Site,Midlands,25-34,False,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Comparison Site,Midlands,65+,True,Silver,Silver,11,297,False
2022-04,2023-04,,Unknown,13,Referral,North,35-44,True,Classic,Classic,0,0,True
2022-04,2022-10,,Unknown,7,Online,South East,45-54,True,Platinum,Gold,18,18,True
2022-04,2023-03,2023-04,Unknown,12,Comparison Site,South East,55-64,True,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Branch,London,35-44,False,Silver,Gold,18,531,False
2022-04,2024-12,,,33,Branch,North,25-34,False,Gold,Platinum,28,834,False
2022-04,2024-12,,,33,Comparison Site,London,25-34,True,Classic,Silver,18,346,False
2022-04,2024-12,,,33,Referral,Midlands,25-34,False,Platinum,Platinum,28,924,False
2022-04,2022-04,,Unknown,1,Online,North,45-54,False,Silver,Silver,11,11,True
2022-04,2024-12,,,33,Branch,Midlands,55-64,False,Gold,Platinum,28,774,False
2022-04,2024-08,2024-09,Unknown,29,Outbound,Midlands,35-44,True,Gold,Gold,18,414,True
2022-04,2024-12,,,33,Referral,North,18-24,False,Silver,Gold,18,153,False
2022-04,2024-12,,,33,Referral,Scotland,55-64,False,Gold,Gold,18,594,False
2022-04,2024-12,,,33,Branch,South East,45-54,False,Silver,Platinum,28,569,False
2022-04,2022-04,2022-05,Unknown,1,Online,Midlands,35-44,True,Silver,Silver,0,0,True
2022-04,2024-12,,,33,Outbound,South East,45-54,False,Gold,Gold,18,594,False
2022-04,2023-02,2023-03,Unknown,11,Comparison Site,South East,18-24,True,Classic,Classic,0,0,True
2022-04,2023-01,2023-02,Unknown,10,Online,Midlands,45-54,False,Gold,Gold,18,180,True
2022-04,2024-12,,,33,Online,Scotland,25-34,False,Gold,Gold,18,594,False
2022-04,2023-06,2023-07,Unknown,15,Comparison Site,Wales & NI,45-54,True,Silver,Silver,11,99,True
2022-04,2022-04,,Unknown,1,Comparison Site,Wales & NI,25-34,True,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Branch,London,65+,False,Platinum,Classic,28,575,False
2022-04,2023-03,2023-04,Unknown,12,Comparison Site,Midlands,45-54,True,Classic,Classic,0,0,True
2022-04,2024-04,2024-05,Unknown,25,Comparison Site,Midlands,65+,True,Classic,Classic,0,0,True
2022-04,2023-08,2023-09,Unknown,17,Comparison Site,Scotland,45-54,True,Classic,Classic,0,0,True
2022-04,2022-06,,Unknown,3,Outbound,Scotland,45-54,True,Silver,Silver,0,0,True
2022-04,2023-07,2023-08,Unknown,16,Outbound,Wales & NI,35-44,False,Silver,Silver,11,176,True
2022-04,2023-01,2023-02,Unknown,10,Branch,London,18-24,False,Silver,Silver,11,110,True
2022-04,2023-03,2023-04,Unknown,12,Online,North,55-64,False,Classic,Classic,0,0,True
2022-04,2024-03,,Unknown,24,Branch,London,18-24,False,Gold,Gold,18,432,True
2022-04,2022-05,2022-06,Unknown,2,Comparison Site,Scotland,18-24,False,Silver,Silver,11,22,True
2022-04,2024-12,,,33,Online,Wales & NI,45-54,True,Silver,Platinum,28,389,False
2022-04,2022-07,2022-08,Unknown,4,Comparison Site,Midlands,45-54,True,Gold,Silver,0,0,True
2022-04,2023-08,2023-09,Unknown,17,Referral,South East,18-24,False,Classic,Silver,11,176,True
2022-04,2023-09,2023-10,Unknown,18,Online,Wales & NI,45-54,True,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Referral,South East,35-44,False,Silver,Gold,18,447,False
2022-04,2024-12,,,33,Branch,London,18-24,False,Silver,Platinum,28,678,False
2022-04,2023-06,,Unknown,15,Online,Midlands,35-44,True,Silver,Classic,11,66,True
2022-04,2023-07,2023-08,Unknown,16,Online,London,35-44,True,Classic,Silver,11,99,True
2022-04,2022-10,2022-11,Unknown,7,Online,Midlands,25-34,True,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Comparison Site,Midlands,35-44,True,Gold,Gold,18,486,False
2022-04,2022-06,2022-07,Unknown,3,Online,London,35-44,True,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Comparison Site,North,18-24,True,Silver,Classic,11,154,False
2022-04,2023-01,,Unknown,10,Branch,London,25-34,True,Gold,Gold,18,72,True
2022-04,2022-12,,Unknown,9,Online,Midlands,35-44,False,Classic,Classic,0,0,True
2022-04,2023-12,,Unknown,21,Online,South East,35-44,False,Gold,Silver,18,238,True
2022-04,2024-01,2024-02,Unknown,22,Comparison Site,Scotland,45-54,True,Silver,Classic,11,110,True
2022-04,2023-01,2023-02,Unknown,10,Comparison Site,London,35-44,True,Classic,Classic,0,0,True
2022-04,2022-09,2022-10,Unknown,6,Comparison Site,South East,25-34,False,Classic,Classic,0,0,True
2022-04,2023-08,2023-09,Unknown,17,Outbound,North,65+,False,Classic,Classic,0,0,True
2022-04,2022-11,2022-12,Unknown,8,Branch,London,25-34,False,Silver,Classic,11,77,True
2022-04,2024-12,,,33,Branch,South East,25-34,False,Gold,Silver,18,468,False
2022-04,2023-08,,Unknown,17,Branch,South East,45-54,False,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Online,South East,55-64,False,Silver,Classic,11,121,False
2022-04,2024-12,,,33,Online,North,25-34,True,Classic,Silver,11,66,False
2022-04,2023-05,,Unknown,14,Outbound,Midlands,25-34,False,Silver,Silver,11,154,True
2022-04,2023-12,2024-01,Unknown,21,Branch,South East,35-44,False,Gold,Silver,18,308,True
2022-04,2022-07,2022-08,Unknown,4,Online,London,25-34,False,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Outbound,Wales & NI,18-24,True,Gold,Silver,18,479,False
2022-04,2024-12,,,33,Online,Wales & NI,35-44,False,Gold,Gold,18,594,False
2022-04,2024-12,,,33,Comparison Site,Midlands,55-64,True,Gold,Gold,28,546,False
2022-04,2022-11,,Unknown,8,Online,London,18-24,False,Silver,Silver,11,88,True
2022-04,2024-07,2024-08,Unknown,28,Online,North,35-44,False,Classic,Classic,11,99,True
2022-04,2024-12,,,33,Online,South East,55-64,False,Platinum,Platinum,28,924,False
2022-04,2024-12,,,33,Broker/IFA,London,45-54,False,Silver,Silver,18,454,False
2022-04,2024-12,,,33,Online,South East,18-24,False,Silver,Classic,18,442,False
2022-04,2022-11,2022-12,Unknown,8,Branch,Midlands,55-64,False,Gold,Platinum,28,174,True
2022-04,2024-12,,,33,Referral,London,35-44,False,Silver,Gold,18,489,False
2022-04,2024-09,2024-10,Unknown,30,Online,North,18-24,False,Silver,Silver,11,330,True
2022-04,2023-08,2023-09,Unknown,17,Online,London,55-64,False,Silver,Silver,11,187,True
2022-04,2022-07,2022-08,Unknown,4,Comparison Site,Midlands,65+,True,Gold,Gold,0,0,True
2022-04,2024-12,,,33,Branch,North,45-54,False,Classic,Silver,11,99,False
2022-04,2023-11,2023-12,Unknown,20,Branch,Midlands,35-44,True,Silver,Gold,18,252,True
2022-04,2022-09,2022-10,Unknown,6,Branch,London,25-34,False,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Comparison Site,North,65+,True,Silver,Silver,11,297,False
2022-04,2024-08,,Unknown,29,Referral,Midlands,25-34,False,Classic,Classic,0,0,True
2022-04,2022-04,,Unknown,1,Online,Wales & NI,18-24,False,Classic,Classic,0,0,True
2022-04,2024-12,,,33,Online,London,45-54,True,Silver,Silver,11,297,False
2022-04,2023-08,2023-09,Unknown,17,Comparison Site,North,25-34,True,Gold,Silver,11,121,True
2022-04,2024-12,,,33,Online,Midlands,55-64,True,Gold,Platinum,28,756,False
2022-04,2023-10,,Unknown,19,Referral,London,18-24,False,Classic,Silver,11,165,True
2022-04,2024-12,,,33,Outbound,South East,55-64,True,Gold,Gold,18,486,False
2022-04,2022-04,2022-05,Unknown,1,Comparison Site,London,35-44,False,Silver,Silver,11,11,True
2022-04,2024-12,,,33,Comparison Site,North,65+,True,Classic,Gold,18,352,False
2022-04,2022-06,2022-07,Unknown,3,Online,London,25-34,True,Gold,Platinum,0,0,True
2022-04,2022-10,,Unknown,7,Comparison Site,Scotland,18-24,False,Gold,Gold,18,126,True
2022-04,2024-09,2024-10,Unknown,30,Comparison Site,South East,45-54,False,Classic,Gold,18,319,True
2022-04,2022-10,,Unknown,7,Branch,North,35-44,False,Gold,Silver,18,105,True
2022-04,2022-09,,Unknown,6,Outbound,South East,45-54,False,Silver,Silver,11,66,True
